町丁目名,区市町名
旭町,24
東町,24
石川町,24
泉町,24
犬目町,24
上野町,24
打越町,24
宇津木町,24
宇津貫町,24
梅坪町,24
裏高尾町,24
追分町,24
大塚,24
大船町,24
大谷町,24
大横町,24
大和田町１丁目,24
大和田町２丁目,24
大和田町３丁目,24
大和田町４丁目,24
大和田町５丁目,24
大和田町６丁目,24
大和田町７丁目,24
小門町,24
尾崎町,24
鹿島,24
加住町１丁目,24
加住町２丁目,24
片倉町,24
叶谷町,24
上壱分方町,24
上川町,24
上柚木,24
上柚木２丁目,24
上柚木３丁目,24
川口町,24
川町,24
北野町,24
清川町,24
椚田町,24
越野,24
小比企町,24
小宮町,24
子安町１丁目,24
子安町２丁目,24
子安町３丁目,24
子安町４丁目,24
左入町,24
散田町１丁目,24
散田町２丁目,24
散田町３丁目,24
散田町４丁目,24
散田町５丁目,24
下恩方町,24
下柚木,24
下柚木２丁目,24
下柚木３丁目,24
新町,24
諏訪町,24
千人町１丁目,24
千人町２丁目,24
千人町３丁目,24
千人町４丁目,24
平町,24
高尾町,24
高倉町,24
滝山町１丁目,24
滝山町２丁目,24
館町,24
田町,24
丹木町１丁目,24
丹木町２丁目,24
丹木町３丁目,24
台町１丁目,24
台町２丁目,24
台町３丁目,24
台町４丁目,24
大楽寺町,24
寺田町,24
寺町,24
天神町,24
戸吹町,24
中町,24
中野　上町１丁目,24
中野　上町２丁目,24
中野　上町３丁目,24
中野　上町４丁目,24
中野　上町５丁目,24
中野　山王１丁目,24
中野　山王２丁目,24
中野　山王３丁目,24
中野町,24
中山,24
長沼町,24
長房町,24
並木町,24
楢原町,24
西浅川町,24
西寺方町,24
弐分方町,24
狭間町,24
八幡町,24
初沢町,24
東浅川町,24
東中野,24
日吉町,24
平岡町,24
富士見町,24
別所１丁目,24
別所２丁目,24
堀之内,24
堀之内２丁目,24
堀之内３丁目,24
本郷町,24
本町,24
松が谷,24
松木,24
丸山町,24
三崎町,24
緑町,24
南浅川町,24
南大沢１丁目,24
南大沢２丁目,24
南大沢３丁目,24
南大沢４丁目,24
南大沢５丁目,24
南新町,24
南町,24
宮下町,24
美山町,24
明神町１丁目,24
明神町２丁目,24
明神町３丁目,24
明神町４丁目,24
めじろ台１丁目,24
めじろ台２丁目,24
めじろ台３丁目,24
めじろ台４丁目,24
元八王子町１丁目,24
元八王子町２丁目,24
元八王子町３丁目,24
元本郷町１丁目,24
元本郷町２丁目,24
元本郷町３丁目,24
元本郷町４丁目,24
元横山町１丁目,24
元横山町２丁目,24
元横山町３丁目,24
八木町,24
谷野町,24
山田町,24
鑓水,24
鑓水２丁目,24
八日町,24
横川町,24
横山町,24
四谷町,24
万町,24
廿里町,24
絹ケ丘１丁目,24
絹ケ丘２丁目,24
絹ケ丘３丁目,24
南陽台１丁目,24
南陽台２丁目,24
南陽台３丁目,24
久保山町１丁目,24
久保山町２丁目,24
北野台１丁目,24
北野台２丁目,24
北野台３丁目,24
北野台４丁目,24
北野台５丁目,24
みつい台１丁目,24
みつい台２丁目,24
城山手１丁目,24
城山手２丁目,24
西片倉１丁目,24
西片倉２丁目,24
西片倉３丁目,24
兵衛１丁目,24
兵衛２丁目,24
みなみ野１丁目,24
みなみ野２丁目,24
みなみ野３丁目,24
みなみ野４丁目,24
みなみ野５丁目,24
みなみ野６丁目,24
七国１丁目,24
七国２丁目,24
七国３丁目,24
七国４丁目,24
七国５丁目,24
七国６丁目,24
曙町１丁目,25
曙町２丁目,25
曙町３丁目,25
泉町,25
柏町１丁目,25
柏町２丁目,25
柏町３丁目,25
柏町４丁目,25
柏町５丁目,25
上砂町１丁目,25
上砂町２丁目,25
上砂町３丁目,25
上砂町４丁目,25
上砂町５丁目,25
上砂町６丁目,25
上砂町７丁目,25
幸町１丁目,25
幸町２丁目,25
幸町３丁目,25
幸町４丁目,25
幸町５丁目,25
幸町６丁目,25
栄町１丁目,25
栄町２丁目,25
栄町３丁目,25
栄町４丁目,25
栄町５丁目,25
栄町６丁目,25
柴崎町１丁目,25
柴崎町２丁目,25
柴崎町３丁目,25
柴崎町４丁目,25
柴崎町５丁目,25
柴崎町６丁目,25
砂川町１丁目,25
砂川町２丁目,25
砂川町３丁目,25
砂川町４丁目,25
砂川町５丁目,25
砂川町６丁目,25
砂川町７丁目,25
砂川町８丁目,25
高松町１丁目,25
高松町２丁目,25
高松町３丁目,25
錦町１丁目,25
錦町２丁目,25
錦町３丁目,25
錦町４丁目,25
錦町５丁目,25
錦町６丁目,25
羽衣町１丁目,25
羽衣町２丁目,25
羽衣町３丁目,25
富士見町１丁目,25
富士見町２丁目,25
富士見町３丁目,25
富士見町４丁目,25
富士見町５丁目,25
富士見町６丁目,25
富士見町７丁目,25
緑町,25
若葉町１丁目,25
若葉町２丁目,25
若葉町３丁目,25
若葉町４丁目,25
一番町１丁目,25
一番町２丁目,25
一番町３丁目,25
一番町４丁目,25
一番町５丁目,25
一番町６丁目,25
西砂町１丁目,25
西砂町２丁目,25
西砂町３丁目,25
西砂町４丁目,25
西砂町５丁目,25
西砂町６丁目,25
吉祥寺　北町１丁目,26
吉祥寺　北町２丁目,26
吉祥寺　北町３丁目,26
吉祥寺　北町４丁目,26
吉祥寺　北町５丁目,26
吉祥寺　東町１丁目,26
吉祥寺　東町２丁目,26
吉祥寺　東町３丁目,26
吉祥寺　東町４丁目,26
吉祥寺　本町１丁目,26
吉祥寺　本町２丁目,26
吉祥寺　本町３丁目,26
吉祥寺　本町４丁目,26
吉祥寺　南町１丁目,26
吉祥寺　南町２丁目,26
吉祥寺　南町３丁目,26
吉祥寺　南町４丁目,26
吉祥寺　南町５丁目,26
境南町１丁目,26
境南町２丁目,26
境南町３丁目,26
境南町４丁目,26
境南町５丁目,26
御殿山１丁目,26
御殿山２丁目,26
境１丁目,26
境２丁目,26
境３丁目,26
境４丁目,26
境５丁目,26
桜堤１丁目,26
桜堤２丁目,26
桜堤３丁目,26
関前１丁目,26
関前２丁目,26
関前３丁目,26
関前４丁目,26
関前５丁目,26
中町１丁目,26
中町２丁目,26
中町３丁目,26
西久保１丁目,26
西久保２丁目,26
西久保３丁目,26
緑町１丁目,26
緑町２丁目,26
緑町３丁目,26
八幡町１丁目,26
八幡町２丁目,26
八幡町３丁目,26
八幡町４丁目,26
井口１丁目,27
井口２丁目,27
井口３丁目,27
井口４丁目,27
井口５丁目,27
井の頭１丁目,27
井の頭２丁目,27
井の頭３丁目,27
井の頭４丁目,27
井の頭５丁目,27
大沢１丁目,27
大沢２丁目,27
大沢３丁目,27
大沢４丁目,27
大沢５丁目,27
大沢６丁目,27
上連雀１丁目,27
上連雀２丁目,27
上連雀３丁目,27
上連雀４丁目,27
上連雀５丁目,27
上連雀６丁目,27
上連雀７丁目,27
上連雀８丁目,27
上連雀９丁目,27
北野１丁目,27
北野２丁目,27
北野３丁目,27
北野４丁目,27
下連雀１丁目,27
下連雀２丁目,27
下連雀３丁目,27
下連雀４丁目,27
下連雀５丁目,27
下連雀６丁目,27
下連雀７丁目,27
下連雀８丁目,27
下連雀９丁目,27
新川１丁目,27
新川２丁目,27
新川３丁目,27
新川４丁目,27
新川５丁目,27
新川６丁目,27
深大寺１丁目,27
深大寺２丁目,27
深大寺３丁目,27
中原１丁目,27
中原２丁目,27
中原３丁目,27
中原４丁目,27
野崎１丁目,27
野崎２丁目,27
野崎３丁目,27
野崎４丁目,27
牟礼１丁目,27
牟礼２丁目,27
牟礼３丁目,27
牟礼４丁目,27
牟礼５丁目,27
牟礼６丁目,27
牟礼７丁目,27
今井１丁目,28
今井２丁目,28
今井３丁目,28
今寺１丁目,28
今寺２丁目,28
今寺３丁目,28
今寺４丁目,28
今寺５丁目,28
小曾木３丁目,28
勝沼１丁目,28
勝沼２丁目,28
勝沼３丁目,28
河辺町１丁目,28
河辺町２丁目,28
河辺町３丁目,28
河辺町４丁目,28
河辺町５丁目,28
河辺町６丁目,28
河辺町７丁目,28
河辺町８丁目,28
河辺町９丁目,28
河辺町１０丁目,28
木野下１丁目,28
木野下２丁目,28
黒沢１丁目,28
黒沢２丁目,28
黒沢３丁目,28
駒木町１丁目,28
駒木町２丁目,28
駒木町３丁目,28
沢井１丁目,28
沢井２丁目,28
沢井３丁目,28
塩船,28
新町１丁目,28
新町２丁目,28
新町３丁目,28
新町４丁目,28
新町５丁目,28
新町６丁目,28
新町７丁目,28
新町８丁目,28
新町９丁目,28
末広町１丁目,28
末広町２丁目,28
大門１丁目,28
大門２丁目,28
大門３丁目,28
千ヶ瀬町１丁目,28
千ヶ瀬町２丁目,28
千ヶ瀬町３丁目,28
千ヶ瀬町４丁目,28
千ヶ瀬町５丁目,28
千ヶ瀬町６丁目,28
友田町１丁目,28
友田町２丁目,28
友田町３丁目,28
友田町４丁目,28
友田町５丁目,28
長淵１丁目,28
長淵２丁目,28
長淵３丁目,28
長淵４丁目,28
長淵５丁目,28
長淵６丁目,28
長淵７丁目,28
長淵８丁目,28
西分町１丁目,28
西分町２丁目,28
西分町３丁目,28
根ヶ布１丁目,28
根ヶ布２丁目,28
野上町１丁目,28
野上町２丁目,28
野上町３丁目,28
野上町４丁目,28
畑中１丁目,28
畑中２丁目,28
畑中３丁目,28
梅郷１丁目,28
梅郷２丁目,28
梅郷３丁目,28
梅郷４丁目,28
梅郷５丁目,28
梅郷６丁目,28
東青梅１丁目,28
東青梅２丁目,28
東青梅３丁目,28
東青梅４丁目,28
東青梅５丁目,28
東青梅６丁目,28
日向和田１丁目,28
日向和田２丁目,28
日向和田３丁目,28
吹上,28
藤橋１丁目,28
藤橋２丁目,28
藤橋３丁目,28
二俣尾１丁目,28
二俣尾２丁目,28
二俣尾３丁目,28
二俣尾４丁目,28
二俣尾５丁目,28
御岳１丁目,28
御岳２丁目,28
御岳本町,28
師岡町１丁目,28
師岡町２丁目,28
師岡町３丁目,28
師岡町４丁目,28
谷野,28
柚木町１丁目,28
柚木町２丁目,28
柚木町３丁目,28
和田町１丁目,28
和田町２丁目,28
天ヶ瀬町,28
裏宿町,28
大柳町,28
上町,28
住江町,28
滝ノ上町,28
仲町,28
本町,28
森下町,28
朝日町１丁目,29
朝日町２丁目,29
朝日町３丁目,29
押立町１丁目,29
押立町２丁目,29
押立町３丁目,29
押立町４丁目,29
押立町５丁目,29
片町１丁目,29
片町２丁目,29
片町３丁目,29
北山町１丁目,29
北山町２丁目,29
北山町３丁目,29
北山町４丁目,29
寿町１丁目,29
寿町２丁目,29
寿町３丁目,29
小柳町１丁目,29
小柳町２丁目,29
小柳町３丁目,29
小柳町４丁目,29
小柳町５丁目,29
小柳町６丁目,29
是政１丁目,29
是政２丁目,29
是政３丁目,29
是政４丁目,29
是政５丁目,29
是政６丁目,29
幸町１丁目,29
幸町２丁目,29
幸町３丁目,29
栄町１丁目,29
栄町２丁目,29
栄町３丁目,29
清水が丘１丁目,29
清水が丘２丁目,29
清水が丘３丁目,29
白糸台１丁目,29
白糸台２丁目,29
白糸台３丁目,29
白糸台４丁目,29
白糸台５丁目,29
白糸台６丁目,29
新町１丁目,29
新町２丁目,29
新町３丁目,29
住吉町１丁目,29
住吉町２丁目,29
住吉町３丁目,29
住吉町４丁目,29
住吉町５丁目,29
浅間町１丁目,29
浅間町２丁目,29
浅間町３丁目,29
浅間町４丁目,29
多磨町１丁目,29
多磨町２丁目,29
多磨町３丁目,29
多磨町４丁目,29
天神町１丁目,29
天神町２丁目,29
天神町３丁目,29
天神町４丁目,29
東芝町,29
西原町１丁目,29
西原町２丁目,29
西原町３丁目,29
西原町４丁目,29
西府町１丁目,29
西府町２丁目,29
西府町３丁目,29
西府町４丁目,29
西府町５丁目,29
日鋼町,29
日新町１丁目,29
日新町２丁目,29
日新町３丁目,29
日新町４丁目,29
日新町５丁目,29
八幡町１丁目,29
八幡町２丁目,29
八幡町３丁目,29
晴見町１丁目,29
晴見町２丁目,29
晴見町３丁目,29
晴見町４丁目,29
日吉町,29
府中町１丁目,29
府中町２丁目,29
府中町３丁目,29
分梅町１丁目,29
分梅町２丁目,29
分梅町３丁目,29
分梅町４丁目,29
分梅町５丁目,29
本宿町１丁目,29
本宿町２丁目,29
本宿町３丁目,29
本宿町４丁目,29
本町１丁目,29
本町２丁目,29
本町３丁目,29
本町４丁目,29
緑町１丁目,29
緑町２丁目,29
緑町３丁目,29
南町１丁目,29
南町２丁目,29
南町３丁目,29
南町４丁目,29
南町５丁目,29
南町６丁目,29
宮西町１丁目,29
宮西町２丁目,29
宮西町３丁目,29
宮西町４丁目,29
宮西町５丁目,29
宮町１丁目,29
宮町２丁目,29
宮町３丁目,29
美好町１丁目,29
美好町２丁目,29
美好町３丁目,29
武蔵台１丁目,29
武蔵台２丁目,29
武蔵台３丁目,29
紅葉丘１丁目,29
紅葉丘２丁目,29
紅葉丘３丁目,29
矢崎町１丁目,29
矢崎町２丁目,29
矢崎町３丁目,29
矢崎町４丁目,29
矢崎町５丁目,29
四谷１丁目,29
四谷２丁目,29
四谷３丁目,29
四谷４丁目,29
四谷５丁目,29
四谷６丁目,29
若松町１丁目,29
若松町２丁目,29
若松町３丁目,29
若松町４丁目,29
若松町５丁目,29
朝日町１丁目,30
朝日町２丁目,30
朝日町３丁目,30
朝日町４丁目,30
朝日町５丁目,30
東町１丁目,30
東町２丁目,30
東町３丁目,30
東町４丁目,30
東町５丁目,30
大神町,30
大神町１丁目,30
大神町２丁目,30
大神町３丁目,30
大神町４丁目,30
郷地町,30
郷地町１丁目,30
郷地町２丁目,30
郷地町３丁目,30
昭和町１丁目,30
昭和町２丁目,30
昭和町３丁目,30
昭和町４丁目,30
昭和町５丁目,30
上川原町,30
上川原町１丁目,30
上川原町２丁目,30
上川原町３丁目,30
田中町,30
田中町１丁目,30
田中町２丁目,30
田中町３丁目,30
田中町４丁目,30
玉川町１丁目,30
玉川町２丁目,30
玉川町３丁目,30
玉川町４丁目,30
玉川町５丁目,30
築地町,30
つつじが丘１丁目,30
つつじが丘２丁目,30
つつじが丘３丁目,30
中神町,30
中神町１丁目,30
中神町２丁目,30
中神町３丁目,30
拝島町,30
拝島町１丁目,30
拝島町２丁目,30
拝島町３丁目,30
拝島町４丁目,30
拝島町５丁目,30
福島町,30
福島町１丁目,30
福島町２丁目,30
福島町３丁目,30
松原町１丁目,30
松原町２丁目,30
松原町３丁目,30
松原町４丁目,30
松原町５丁目,30
緑町１丁目,30
緑町２丁目,30
緑町３丁目,30
緑町４丁目,30
緑町５丁目,30
美堀町１丁目,30
美堀町２丁目,30
美堀町３丁目,30
美堀町４丁目,30
美堀町５丁目,30
武蔵野２丁目,30
武蔵野３丁目,30
宮沢町,30
宮沢町１丁目,30
宮沢町２丁目,30
宮沢町３丁目,30
入間町１丁目,31
入間町２丁目,31
入間町３丁目,31
上石原１丁目,31
上石原２丁目,31
上石原３丁目,31
菊野台１丁目,31
菊野台２丁目,31
菊野台３丁目,31
国領町１丁目,31
国領町２丁目,31
国領町３丁目,31
国領町４丁目,31
国領町５丁目,31
国領町６丁目,31
国領町７丁目,31
国領町８丁目,31
小島町１丁目,31
小島町２丁目,31
小島町３丁目,31
佐須町１丁目,31
佐須町２丁目,31
佐須町３丁目,31
佐須町４丁目,31
佐須町５丁目,31
柴崎１丁目,31
柴崎２丁目,31
下石原１丁目,31
下石原２丁目,31
下石原３丁目,31
仙川町１丁目,31
仙川町２丁目,31
仙川町３丁目,31
染地１丁目,31
染地２丁目,31
染地３丁目,31
多摩川１丁目,31
多摩川２丁目,31
多摩川３丁目,31
多摩川４丁目,31
多摩川５丁目,31
多摩川６丁目,31
多摩川７丁目,31
調布ケ丘１丁目,31
調布ケ丘２丁目,31
調布ケ丘３丁目,31
調布ケ丘４丁目,31
飛田給１丁目,31
飛田給２丁目,31
飛田給３丁目,31
西つつじケ丘１丁目,31
西つつじケ丘２丁目,31
西つつじケ丘３丁目,31
西つつじケ丘４丁目,31
西町,31
野水１丁目,31
野水２丁目,31
東つつじケ丘１丁目,31
東つつじケ丘２丁目,31
東つつじケ丘３丁目,31
富士見町１丁目,31
富士見町２丁目,31
富士見町３丁目,31
富士見町４丁目,31
布田１丁目,31
布田２丁目,31
布田３丁目,31
布田４丁目,31
布田５丁目,31
布田６丁目,31
緑ケ丘１丁目,31
緑ケ丘２丁目,31
若葉町１丁目,31
若葉町２丁目,31
若葉町３丁目,31
深大寺北町１丁目,31
深大寺北町２丁目,31
深大寺北町３丁目,31
深大寺北町４丁目,31
深大寺北町５丁目,31
深大寺北町６丁目,31
深大寺北町７丁目,31
深大寺東町１丁目,31
深大寺東町２丁目,31
深大寺東町３丁目,31
深大寺東町４丁目,31
深大寺東町５丁目,31
深大寺東町６丁目,31
深大寺東町７丁目,31
深大寺東町８丁目,31
深大寺南町１丁目,31
深大寺南町２丁目,31
深大寺南町３丁目,31
深大寺南町４丁目,31
深大寺南町５丁目,31
深大寺元町１丁目,31
深大寺元町２丁目,31
深大寺元町３丁目,31
深大寺元町４丁目,31
深大寺元町５丁目,31
八雲台１丁目,31
八雲台２丁目,31
相原町,32
旭町１丁目,32
旭町２丁目,32
旭町３丁目,32
大蔵町,32
小川,32
小川１丁目,32
小川２丁目,32
小川３丁目,32
小川４丁目,32
小野路町,32
小山町,32
金井町,32
金森１丁目,32
金森２丁目,32
金森３丁目,32
金森４丁目,32
金森５丁目,32
金森６丁目,32
金森７丁目,32
上小山田町,32
木曽町,32
下小山田町,32
真光寺町,32
図師町,32
忠生１丁目,32
忠生２丁目,32
忠生３丁目,32
忠生４丁目,32
玉川学園１丁目,32
玉川学園２丁目,32
玉川学園３丁目,32
玉川学園４丁目,32
玉川学園５丁目,32
玉川学園６丁目,32
玉川学園７丁目,32
玉川学園８丁目,32
つくし野１丁目,32
つくし野２丁目,32
つくし野３丁目,32
つくし野４丁目,32
鶴川１丁目,32
鶴川２丁目,32
鶴川３丁目,32
鶴川４丁目,32
鶴川５丁目,32
鶴川６丁目,32
鶴間,32
鶴間１丁目,32
鶴間２丁目,32
鶴間３丁目,32
常盤町,32
中町１丁目,32
中町２丁目,32
中町３丁目,32
中町４丁目,32
成瀬１丁目,32
成瀬２丁目,32
成瀬３丁目,32
成瀬４丁目,32
成瀬５丁目,32
成瀬６丁目,32
成瀬７丁目,32
成瀬８丁目,32
成瀬台１丁目,32
成瀬台２丁目,32
成瀬台３丁目,32
成瀬台４丁目,32
根岸町,32
野津田町,32
原町田１丁目,32
原町田２丁目,32
原町田３丁目,32
原町田４丁目,32
原町田５丁目,32
原町田６丁目,32
東玉川学園１丁目,32
東玉川学園２丁目,32
東玉川学園３丁目,32
東玉川学園４丁目,32
広袴町,32
本町田,32
南大谷,32
南つくし野１丁目,32
南つくし野２丁目,32
南つくし野３丁目,32
南つくし野４丁目,32
南成瀬１丁目,32
南成瀬２丁目,32
南成瀬３丁目,32
南成瀬４丁目,32
南成瀬５丁目,32
南成瀬６丁目,32
南成瀬７丁目,32
南成瀬８丁目,32
三輪町,32
森野１丁目,32
森野２丁目,32
森野３丁目,32
森野４丁目,32
森野５丁目,32
森野６丁目,32
矢部町,32
山崎町,32
小山田桜台１丁目,32
小山田桜台２丁目,32
薬師台１丁目,32
薬師台２丁目,32
薬師台３丁目,32
成瀬が丘１丁目,32
成瀬が丘２丁目,32
成瀬が丘３丁目,32
三輪緑山１丁目,32
三輪緑山２丁目,32
三輪緑山３丁目,32
三輪緑山４丁目,32
金井１丁目,32
金井２丁目,32
金井３丁目,32
金井４丁目,32
金井５丁目,32
金井６丁目,32
金井７丁目,32
金井８丁目,32
真光寺１丁目,32
真光寺２丁目,32
真光寺３丁目,32
広袴１丁目,32
広袴２丁目,32
広袴３丁目,32
広袴４丁目,32
小山ヶ丘１丁目,32
小山ヶ丘２丁目,32
小山ヶ丘３丁目,32
小山ヶ丘４丁目,32
小山ヶ丘５丁目,32
小山ヶ丘６丁目,32
木曽西１丁目,32
木曽西２丁目,32
木曽西３丁目,32
木曽西４丁目,32
木曽西５丁目,32
木曽東１丁目,32
木曽東２丁目,32
木曽東３丁目,32
木曽東４丁目,32
山崎１丁目,32
能ヶ谷１丁目,32
能ヶ谷２丁目,32
能ヶ谷３丁目,32
能ヶ谷４丁目,32
能ヶ谷５丁目,32
能ヶ谷６丁目,32
能ヶ谷７丁目,32
根岸１丁目,32
根岸２丁目,32
金森東１丁目,32
金森東２丁目,32
金森東３丁目,32
金森東４丁目,32
高ヶ坂１丁目,32
高ヶ坂２丁目,32
高ヶ坂３丁目,32
高ヶ坂４丁目,32
高ヶ坂５丁目,32
高ヶ坂６丁目,32
高ヶ坂７丁目,32
西成瀬１丁目,32
西成瀬２丁目,32
西成瀬３丁目,32
梶野町１丁目,33
梶野町２丁目,33
梶野町３丁目,33
梶野町４丁目,33
梶野町５丁目,33
桜町１丁目,33
